,Tweets
836,عمران خان اور انکے ساتھیوں کیخلاف لاہور میں درج نئے مقدمہ میں 19 دفعات لگائی گئی ہیں۔ جن میں انسداد دہشتگردی کی دفعہ کیساتھ وہ دفعہ بھی شامل ہے جسکے تحت ذوالفقار علی بھٹو کو پھانسی دی گئی اور آج انہی بھٹو کی نام لیوا پارٹی اقتدار کے مزے لے رہی ہے۔سب طُرم خانوں نے یہ سبق سیکھا ہے؟
837,ایک عورت کے ساتھ بیٹھ کر اُسی کی شہہ پر دوسری عورتوں کی تذلیل کرنا اور پھر آئیڈینس سے تالیاں سیٹیاں بجوانا پھر اینکر کا اُس کی تعریف کرنا۔ آپ کے خیال میں یہ سب قدرتی ہے ؟ ہر گز نہیں مت بھولیں یہ دونوں اداکار ہیں اور اسکرپٹ رٹ کر بول کر قیمت لیتے ہیں
838,Marshall law I think
839,صدیق نہ صرف صحافی ہے، بلکہ آپ سے بہتر صحافی ہے۔۔ اور آپ سے بڑا صحافی ہے! twitter.com/GFarooqi/statu…
840,قصہ دس چپیڑوں کا
841,نرم خو ، خوش گفتار ، ہمیشہ قانون کا احترام کرنے والا اظہر مشوانی کس جرم میں لاپتہ کیا گیا یا اب جرم بتانے کی زحمت بھی گوارہ نہیں کی جا رہی ؟
842,""" A great man is hard on himself ; a small is hard on others""

( Lao Tzu )

Blesses 3rd Sehri Hour"
843,جنرل باجوہ اور چار اداکاراؤں ( نام نہیں لیے گئے تھے) کی بات کی گئی اور ن لیگ کے اپنے لوگوں نے بال نوچ لیے تھے ساتھ ہی بعض صحافیوں نے بس کپڑے پھاڑنے کی کسر چھوڑی تھی ۔ اب سب گونگے ہیں۔ ان سب کے لیے اس ملک میں قابل عزت عورت بس ایک ہے۔
844,اظہر مشوانی کے اغواء پر کوئی پیش رفت نہیں ہوئی جنگل کے قانون میں ریاست کے جسم پر لپٹے باقی ماندہ چند کپڑے بھی اتر رہے ہیں۔ بلوچستان، قبائلی علاقوں اور چھوٹے صوبوں سے ہوتی ہوئی لاپتہ کرنے کی بیماری اب پاکستان کے سب سے بڑے صوبے اور دل لاہور تک پہنچ چکی ہے۔
845,پاکستان میں سیاسی رہنماؤں اور سیاسی جماعتوں نے ہمیشہ نہتے جدوجہد کی، قربانیاں دیں۔ پی ٹی آئی کو سیاسی جماعت کہنا یا عمران خان کو سیاسی لیڈر کہنا، کئی دہائیوں پر پھیلی سیاسی کارکنوں کی جدوجہد کی تذلیل ہوگی۔
846,۲۰۱۸ میں اسٹیبلشمنٹ کیساتھ مل کر الیکشن چوری کر کے آنے والا آئین پر بھاشن نہیں دے سکتا، ڈاکو گھر کی ملکیت کی دستاویز پر بندوق کی نالی پر دستخط لے لے تو کیا اسے نکالنے واسطے گھر کی قیمت ادا کرنا ہو گی؟ شناختی کارڈ پر ولدیت کے خانے میں آئین لکھوا کر آپ آئینی نہیں بن جاتے۔
847,نس گیا جے
848,"اسلام آباد کی توشہ خانہ ٹرائل کورٹ میں پیشی کے لئیے کئیے گئے انتظامات کو دیکھ کر لگتا نہیں کہ آج خان صاحب واپس زمان پارک جا سکیں گے
#MJtv 

Police forms security wall for arrival of ex-PM Imran Khan to face indic... https://youtube.com/live/Xlr3nBF7mxU?feature=share… via @YouTube"
849,"حاضر ھوں میں بھائی- اللہ کریم- 

صدیق جان نے آج مجھ سے تفصیل سے بات چیت کر کے تمام گرفتاری کے خدشات کا اظہار کیا- 

صدیق جان کو کسی صورت اکیلا نہیں چھوڑوں گا نہ میں نہ میرا دفتر- twitter.com/mirmakofficial…"
850,Ex PM Pakistan Imran Khan now facing 100 cases on him. He is an ex cricket Captain and made this century after regime change operation in Pakistan.
851,"یہ سب نامعلوم افراد تھے عمران خان کی پیشی کے وقت انکے ہاتھوں میں دیکھئے...

عمران خان کی جان کو شدید خطرہ تھا"
852,"یہ کیا ہو رہا ہے
سینیٹر فلک ناز کارکن کو چھڑوانے کی اپیل کرتی رہیں"
853,چلو اب جب قاتل رانا ثناءنےسیاسی جماعتوں کودہشتگرد قراردینےکامعاملہ چھیڑ ہی دیاہےتو ن لیگ سےابتداءکیجائے۔ خود رانا ثناء کی سرپرستی میں ماڈل ٹاؤن کےقتلِ عام سےلے کرSC پر مسلّح حملےاور اسامہ بن لادن سےپیسےپکڑ کرجمہوریت کیخلاف سازشوں تک عسکریت پسندی اس جماعت کےخمیر میں رچی ہوئی ہے
854,ان سے ملیں یہ وہ صحافی ہیں جو آئین کی بڑی بڑی باتیں کیا کرتے تھے، جو لوگوں سے سوال کرتے تھے کے میر جعفر میر صادق کون ہیں اور آج کیا دلیل دے رہے ہیں اللہ ایسی صحافت سے بچانے
855,ہدایت کی گئی ہے کہ آئندہ لیول پلئینگ فیلڈ کی بات نہ کرنا ورنہ 100 مقدمات درج کرنا پڑیں گے آپ کیخلاف 
856,دیکھو یہ وکیل کتنا سہما ہوا ہے۔
857,یہ مولانا ہدایت اللہ اپنا نام عمران احمد خان نیازی کیوں نہیں رکھتا کہ کسی عدالت کی توجہ حاصل کرلیں۔ twitter.com/SenatorMushtaq…
858,"آپریشن ”ترازو کے پلڑے برابر“ کی عالمی کوریج دیکھئے
#Imrankhan_arrest"
859,زمان پارک جہاں خواتین ، بچے، نوجوان ،بزرگ ،سیاستدان، طالب علم ،وکلا،تاجر، ڈاکٹرز ،کسان ، صحافی ہر طبقے سے تعلق رکھنے والے ہزاروں لوگ اپنی خوشی، مرضی  سے آئیں اور جائیں اس زمان پارک کو نو گو ایرا کہنا حقائق کے برعکس بلکہ عوام کی توہین ہو گا۔#زمان_پارک_پُہنچو
860,ابھی تو صرف بھرم ٹوٹا ہے پیارے بھائی۔ آنے والے دنوں میں اور بہت کچھ ٹوٹے گا۔
861,اور پولیس کا نہتے شہریوں کو انکے سیاسی، جمہوری اور انسانی حقوق سے روکنے کیلئے طاقت کا استعمال کرنا بھی کسی پر حملہ سمجھا جانا چاہیے یا نہیں؟ چیف نے قرون اولی کے دقیانوسی سیاسی فلسفے کا حوالہ دیا ہے۔ ریاست شہریوں کی خدمت کیلئے قائم ہوتی ہے نہ کہ شہری ریاست کیلئے پیدا کئے جاتے ہیں
862,اگر الیکشن کمیشن کی ہٹ دھرمی پر عدلیہ نے آنکھیں بند رکھیں  اور کوئی ایکشن نہ لیا تو آئندہ یہ راستہ کھل جائے گا کہ اسٹیبلشمنٹ جب چاہے الیکشن کو آگے پیچھے لیجائے۔ انہیں اسی طرح بہانے بنا کر آئین سے کھیلنے کا موقع مل جائے گا۔
863,یہی فسطائیت ہے۔ یہ سب ریکارڈ کا حصہ بن رہا ہے۔
864,بیچارے اہلکار کو جو سکرپٹ پڑھایا گیا وہ ان کے انداز سے واضح ہے کہ پلانٹیڈ سکرپٹ ہے، وہاں ایک  اکیلی خاتون کس طرح فائرنگ کر سکتی ہے۔
865,"یہ  4 سیکنڈ کی ویڈیو ہمارے نظامِ انصاف و قانون کو سمجھنے کے لیے کافی ہے جہاں حمزہ جیسا اربوں کی کرپشن کرنے والا  پولیس والے کو اُنگلی دکھا رہا ہے۔ 

دوسری جانب @SdqJaan ایک عام پاکستانی ہے جس پر ایک دھیلے کی کرپشن نہیں مگر اُسے چہرے پر کالا کپڑا ڈال کر عدالت میں پیش کیا جاتا ہے۔"
866,آئین کی خلاف ورزی پر کیا آج رات عدالتیں کھلیں گی۔ آج عملی مارشل لاء کے نفاذ کے صورتحال بنتی دکھائی دے رہی ہے۔
867,پی ڈی ایم نے چند ماہ میں جو حشر اسلام آباد پولیس کا کیا وہی کچھ دو ماہ میں خیبرپختونخوا پولیس کا بھی کیا
868,"پولیس اہلکاروں نے اپنے یونیفارم میں کیا چھپایا ہوا ہے ؟ سوشل میڈیا پر تصویر وائرل 

#ZamanPark #LahorePolice"
869,ایک نیا بیانیہ بنانے کی تیاری ہورہی کہ جی پرویزالٰہی کے بعد اعجاز الحق بھی اسٹبلیشمنٹ کے کہنے پر خان کیساتھ شامل ہوگیا اور اسلئیے ہم خان کیخلاف کامیاب نہیں ہورہے۔ یہ لوگ اِس چیز کی بھر پور تیاری میں ہے کہ اپنی ناکامی اور ظلم وستم کا ملبہ اسٹبلشمنت کے کھاتے میں ڈال کر بھاگیں گے۔
870,ایک پاکستان میں دو کہانیاں خیبرپختونخوا میں اور دوسرا لاہور میں
871,"کبھی اسکے گھر کے دروازے بھی توڑے تھے انہوں نے، اس کو بھی قید کیا تھا، اس پر بھی مقدمات بنائے تھے، اسکی مقبولیت اور مینڈیٹ بھی تسلیم نہیں کیا تھا، اسے بھی غدار کہا تھا انہوں نے

پھر کیا ہوا سب جانتے ہیں"
872,عمران خان نے پورے ریاستی نظام کو گھٹنے ٹیکنے پر مجبور کردیا اور یہ ثابت کیا وہ پاکستان کے سب سے طاقتور انسان ہیں، شاہ زیب خانزادہ
873,شدید نوعیت کا آٹا زمان پارک کے باہر سے برآمد
874,PTI کے اسد عمر کا چیف جسٹس آف پاکستان کو خط۔
875,"میں محمد خان بھٹی کے ہر ""انکشاف"" کو درست مان لوں گا ۔ آپ اسحاق ڈار کے بیان کو درست مان لیں۔ بات ختم"
876,آج ن لیگ کی خواہش پر ووٹ کو حتمی عزت دے دی گئی۔
877,لندن میں نواز شریف کو روزے رکھوانے کی ذمہ داری  پاکستانیوں نے سنبھال لی۔۔!!!
878,دشمنی عمران خان سے اور بدلہ پورے پاکستان سے۔۔۔
879,عمران خان کی جوڈیشل کمپلیکس  پیشی کے موقع پر جو سول کپڑوں میں ملبوس افراد عدالت کی طرف جارہے ہیں ان کے ہاتھوں میں جو سفیدہتھکڑی ہے اس سے انسان  کی موت واقع ہوسکتی ہے جسے Asphyxial death  کہتے ہیں اسےبازو میں ڈال کر اگر کھینچا جائے تو خون کی روانی متاثر ہوتی ہے اور سانس اکھڑتی ہے
880,#ReleaseSiddiqueJaan
881,"بندیال صاحب، آپ کے فیصلے کا نہیں ""حکومت کے دوستوں"" نے بھگوڑے کی فرمائش پر آئین کا قتل کر ڈالا ہے ۔ کیا آپ کے گھر جج صاحبان آئین کی خلاف ورزی پر جمع ہو چکے"
882,یہ پوری قوم کو بھی الزام دینے سے باز نہیں آئینگے بغض انتقام
883,اہم سوالات
884,"حق اور سچ کی فتح، قوم کی دعائیں رنگ لے آئیں
صدیق جان کو بڑا ریلیف مل گیا
سافٹ ویئر اپ ڈیٹ کرنے کا وقت چلا گیا ہے 
عدالت کے باہر عمران ریاض خان کی بول نیوز  سے خصوصی گفتگو
#BOLNews #SiddiqueJan 
@SdqJaan
 @samiabrahim
 @ImranRiazKhan"
885,قطر کا دورہ
886,اللہ رب العزت سے دعا ہے کہ عدلیہ کو ایک بار پھر شریفوں کے شر کا سامنا ہے۔ اللہ عدلیہ کو محفوظ رکھے آمین
887,"آج پیر کا دن ہے اور عدالتوں نے کھلنا ہے تو امید کرتے ہیں سپریم کورٹ عمران خان کے گھر پر حملے ، 10 سال کے بچے کے اغوا اور سینکڑوں تحریک انصاف کے کارکنوں کی گرفتاری پر کچھ نوٹس لیں گی ... 

چھٹی والے دن ہمیں اندازہ ہے انسانی حقوق کا کوئی معاملہ ہو تو کورٹ نہیں کھل سکتے ..

it's OK… Show more"
888,"میڈیا سیل نے دوبارہ توہین مذہب ٹائپ کی ویڈیوز عمران خان کے خلاف لانچ کر دی ہیں۔ کچھ دانشور اچانک سائیڈ بدل رہے ہیں۔ عمران خان کہہ چکے کہ انکی جان کو خطرہ ہے۔
یاد رہے کوئی سانحہ ہوا تو سارا ملبہ اسٹیبلشمنٹ پر گرے گا۔"
889,میڈیم اگر جمیل فاروقی کو جانتی تک نہیں ہے تو پھر کیسے پتہ کہ وہ ایک پارٹی کا کارکن ہے یا صحافی؟
890,"پولیس ذرائع کے مطابق واضح ہدایات ہیں عمران خان کے جوڈیشل کمپلیکس پہنچتے ہی شیلنگ اور لاٹھی چارج شروع کردینا ہے۔ نہ کارکنان دیکھنے ہیں، نہ وکلاء اور نہ صحافی، جو سامنے آئے دھو ڈالو۔ 
شاید اسی وجہ سے پیمرا نے ٹی وی چینلز پر کوریج کی پابندی لگائی ہے۔"
891,اصل مسئلہ صدی جان کی کوریج کا ہی ہے۔ #صدیق_جان_کو_رہا_کرو
